,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
388,/home/wences/Documents/corpus-26000/corpus-26000-bc/12034.jpg,0384.jpg,2592,2052,326,True,1
389,/home/wences/Documents/corpus-26000/corpus-26000-bc/12055.jpg,0385.jpg,2780,1640,304,True,1
390,/home/wences/Documents/corpus-26000/corpus-26000-bc/12077.jpg,0386.jpg,2596,1752,274,True,1
391,/home/wences/Documents/corpus-26000/corpus-26000-bc/12086.jpg,0387.jpg,2688,2024,370,True,1
392,/home/wences/Documents/corpus-26000/corpus-26000-bc/12107.jpg,0388.jpg,2820,2060,268,True,2
393,/home/wences/Documents/corpus-26000/corpus-26000-bc/12138.jpg,0389.jpg,2592,2008,362,True,1
394,/home/wences/Documents/corpus-26000/corpus-26000-bc/12170.jpg,0390.jpg,2692,1536,346,True,1
395,/home/wences/Documents/corpus-26000/corpus-26000-bc/12196.jpg,0391.jpg,3096,1588,336,True,2
396,/home/wences/Documents/corpus-26000/corpus-26000-bc/12237.jpg,0392.jpg,2972,2308,322,True,1
397,/home/wences/Documents/corpus-26000/corpus-26000-bc/12277.jpg,0393.jpg,2736,1780,250,True,1
398,/home/wences/Documents/corpus-26000/corpus-26000-bc/12288.jpg,0394.jpg,2660,1792,330,True,1
399,/home/wences/Documents/corpus-26000/corpus-26000-bc/12299.jpg,0395.jpg,3140,1976,276,True,1
401,/home/wences/Documents/corpus-26000/corpus-26000-bc/12328.jpg,0397.jpg,2236,1940,240,True,1
403,/home/wences/Documents/corpus-26000/corpus-26000-bc/12348.jpg,0399.jpg,2348,1948,244,True,2
404,/home/wences/Documents/corpus-26000/corpus-26000-bc/12363.jpg,0400.jpg,2336,1856,316,True,1
405,/home/wences/Documents/corpus-26000/corpus-26000-bc/12378.jpg,0401.jpg,2876,1424,242,True,1
406,/home/wences/Documents/corpus-26000/corpus-26000-bc/12390.jpg,0402.jpg,2764,1384,278,True,1
407,/home/wences/Documents/corpus-26000/corpus-26000-bc/12399.jpg,0403.jpg,2640,2172,296,True,1
408,/home/wences/Documents/corpus-26000/corpus-26000-bc/12411.jpg,0404.jpg,2472,1920,278,True,1
409,/home/wences/Documents/corpus-26000/corpus-26000-bc/12423.jpg,0405.jpg,2828,1628,316,True,1
410,/home/wences/Documents/corpus-26000/corpus-26000-bc/12459.jpg,0406.jpg,2648,2236,292,True,2
411,/home/wences/Documents/corpus-26000/corpus-26000-bc/12480.jpg,0407.jpg,1721,1835,107,True,1
414,/home/wences/Documents/corpus-26000/corpus-26000-bc/12583.jpg,0409.jpg,1801,1687,84,True,1
415,/home/wences/Documents/corpus-26000/corpus-26000-bc/12628.jpg,0410.jpg,1905,1537,129,True,1
416,/home/wences/Documents/corpus-26000/corpus-26000-bc/12662.jpg,0411.jpg,1819,1674,114,True,2
417,/home/wences/Documents/corpus-26000/corpus-26000-bc/12678.jpg,0412.jpg,1681,1807,121,True,1
418,/home/wences/Documents/corpus-26000/corpus-26000-bc/12690.jpg,0413.jpg,1508,1985,172,True,1
419,/home/wences/Documents/corpus-26000/corpus-26000-bc/12707.jpg,0414.jpg,1623,1793,212,True,1
420,/home/wences/Documents/corpus-26000/corpus-26000-bc/12730.jpg,0415.jpg,1366,1794,201,True,2
421,/home/wences/Documents/corpus-26000/corpus-26000-bc/12757.jpg,0416.jpg,1942,1831,194,True,1
423,/home/wences/Documents/corpus-26000/corpus-26000-bc/12785.jpg,0418.jpg,1672,1756,176,True,2
424,/home/wences/Documents/corpus-26000/corpus-26000-bc/12805.jpg,0419.jpg,1268,1737,162,True,2
425,/home/wences/Documents/corpus-26000/corpus-26000-bc/12825.jpg,0420.jpg,1925,1903,209,True,1
426,/home/wences/Documents/corpus-26000/corpus-26000-bc/12864.jpg,0421.jpg,1584,1590,166,True,2
427,/home/wences/Documents/corpus-26000/corpus-26000-bc/12881.jpg,0422.jpg,1535,1682,165,True,3
428,/home/wences/Documents/corpus-26000/corpus-26000-bc/12902.jpg,0423.jpg,1520,1817,167,True,1
429,/home/wences/Documents/corpus-26000/corpus-26000-bc/12921.jpg,0424.jpg,1723,1736,223,True,2
430,/home/wences/Documents/corpus-26000/corpus-26000-bc/12954.jpg,0425.jpg,1733,1475,207,True,2
431,/home/wences/Documents/corpus-26000/corpus-26000-bc/12974.jpg,0426.jpg,1892,1715,169,True,1
432,/home/wences/Documents/corpus-26000/corpus-26000-bc/12989.jpg,0427.jpg,1614,1581,124,True,1
433,/home/wences/Documents/corpus-26000/corpus-26000-bc/12998.jpg,0428.jpg,1623,1737,149,True,1
437,/home/wences/Documents/corpus-26000/corpus-26000-bc/13073.jpg,0432.jpg,1900,1915,178,True,2
438,/home/wences/Documents/corpus-26000/corpus-26000-bc/13099.jpg,0433.jpg,1819,1808,152,True,3
439,/home/wences/Documents/corpus-26000/corpus-26000-bc/13110.jpg,0434.jpg,1699,1675,210,True,2
440,/home/wences/Documents/corpus-26000/corpus-26000-bc/13143.jpg,0435.jpg,1884,1638,251,True,2
441,/home/wences/Documents/corpus-26000/corpus-26000-bc/13171.jpg,0436.jpg,1841,1791,164,True,1
442,/home/wences/Documents/corpus-26000/corpus-26000-bc/13189.jpg,0437.jpg,2003,1533,164,True,1
443,/home/wences/Documents/corpus-26000/corpus-26000-bc/13201.jpg,0438.jpg,1592,1605,156,True,1
444,/home/wences/Documents/corpus-26000/corpus-26000-bc/13227.jpg,0439.jpg,1808,1871,156,True,1
447,/home/wences/Documents/corpus-26000/corpus-26000-bc/13332.jpg,0442.jpg,1759,1758,180,True,2
449,/home/wences/Documents/corpus-26000/corpus-26000-bc/13380.jpg,0444.jpg,1477,1564,176,True,1
450,/home/wences/Documents/corpus-26000/corpus-26000-bc/13401.jpg,0445.jpg,1838,1998,167,True,1
451,/home/wences/Documents/corpus-26000/corpus-26000-bc/13416.jpg,0446.jpg,1497,1526,174,True,2
452,/home/wences/Documents/corpus-26000/corpus-26000-bc/13443.jpg,0447.jpg,1275,1531,195,True,1
453,/home/wences/Documents/corpus-26000/corpus-26000-bc/13474.jpg,0448.jpg,1823,1781,201,True,1
454,/home/wences/Documents/corpus-26000/corpus-26000-bc/13492.jpg,0449.jpg,1810,2035,206,True,1
456,/home/wences/Documents/corpus-26000/corpus-26000-bc/13538.jpg,0451.jpg,1453,1793,231,True,2
457,/home/wences/Documents/corpus-26000/corpus-26000-bc/13577.jpg,0452.jpg,1487,1406,174,True,2
459,/home/wences/Documents/corpus-26000/corpus-26000-bc/13653.jpg,0454.jpg,1576,1672,247,True,1
460,/home/wences/Documents/corpus-26000/corpus-26000-bc/13701.jpg,0455.jpg,2033,1815,191,True,1
462,/home/wences/Documents/corpus-26000/corpus-26000-bc/13781.jpg,0457.jpg,1271,1466,200,True,3
463,/home/wences/Documents/corpus-26000/corpus-26000-bc/13815.jpg,0458.jpg,2067,1907,195,True,1
464,/home/wences/Documents/corpus-26000/corpus-26000-bc/13862.jpg,0459.jpg,1689,1692,164,True,1
466,/home/wences/Documents/corpus-26000/corpus-26000-bc/13917.jpg,0461.jpg,1557,1817,178,True,1
467,/home/wences/Documents/corpus-26000/corpus-26000-bc/13948.jpg,0462.jpg,1923,1897,211,True,1
469,/home/wences/Documents/corpus-26000/corpus-26000-bc/14041.jpg,0464.jpg,1945,1885,215,True,1
471,/home/wences/Documents/corpus-26000/corpus-26000-bc/14164.jpg,0466.jpg,1868,1981,240,True,1
472,/home/wences/Documents/corpus-26000/corpus-26000-bc/14205.jpg,0467.jpg,1810,1674,202,True,1
474,/home/wences/Documents/corpus-26000/corpus-26000-bc/14314.jpg,0469.jpg,1775,1846,228,True,1
475,/home/wences/Documents/corpus-26000/corpus-26000-bc/14384.jpg,0470.jpg,1696,1779,216,True,1
476,/home/wences/Documents/corpus-26000/corpus-26000-bc/14420.jpg,0471.jpg,1772,1559,195,True,3
477,/home/wences/Documents/corpus-26000/corpus-26000-bc/14454.jpg,0472.jpg,1913,1901,230,True,1
478,/home/wences/Documents/corpus-26000/corpus-26000-bc/14499.jpg,0473.jpg,1866,1786,208,True,1
479,/home/wences/Documents/corpus-26000/corpus-26000-bc/14530.jpg,0474.jpg,1480,1726,219,True,1
480,/home/wences/Documents/corpus-26000/corpus-26000-bc/14580.jpg,0475.jpg,1722,1855,216,True,2
482,/home/wences/Documents/corpus-26000/corpus-26000-bc/14629.jpg,0477.jpg,1624,1704,209,True,1
483,/home/wences/Documents/corpus-26000/corpus-26000-bc/14669.jpg,0478.jpg,2022,1726,203,True,2
486,/home/wences/Documents/corpus-26000/corpus-26000-bc/14765.jpg,0481.jpg,1947,1760,213,True,1
487,/home/wences/Documents/corpus-26000/corpus-26000-bc/14806.jpg,0482.jpg,1719,1707,195,True,1
488,/home/wences/Documents/corpus-26000/corpus-26000-bc/14829.jpg,0483.jpg,1365,1957,178,True,1
489,/home/wences/Documents/corpus-26000/corpus-26000-bc/14861.jpg,0484.jpg,1445,1799,214,True,2
491,/home/wences/Documents/corpus-26000/corpus-26000-bc/14934.jpg,0486.jpg,1691,1543,217,True,1
493,/home/wences/Documents/corpus-26000/corpus-26000-bc/14980.jpg,0488.jpg,1659,1667,208,True,1
494,/home/wences/Documents/corpus-26000/corpus-26000-bc/15006.jpg,0489.jpg,1829,1959,171,True,1
495,/home/wences/Documents/corpus-26000/corpus-26000-bc/15031.jpg,0490.jpg,1700,1672,211,True,2
497,/home/wences/Documents/corpus-26000/corpus-26000-bc/15095.jpg,0492.jpg,1671,1846,209,True,2
500,/home/wences/Documents/corpus-26000/corpus-26000-bc/15219.jpg,0495.jpg,1612,1546,191,True,1
501,/home/wences/Documents/corpus-26000/corpus-26000-bc/15258.jpg,0496.jpg,1964,1913,180,True,2
502,/home/wences/Documents/corpus-26000/corpus-26000-bc/15288.jpg,0497.jpg,1782,1578,162,True,1
503,/home/wences/Documents/corpus-26000/corpus-26000-bc/15315.jpg,0498.jpg,1529,1823,198,True,1
504,/home/wences/Documents/corpus-26000/corpus-26000-bc/15367.jpg,0499.jpg,1576,1704,204,True,1
505,/home/wences/Documents/corpus-26000/corpus-26000-bc/15415.jpg,0500.jpg,1734,1779,135,True,1
506,/home/wences/Documents/corpus-26000/corpus-26000-bc/15446.jpg,0501.jpg,1228,1671,159,True,2
507,/home/wences/Documents/corpus-26000/corpus-26000-bc/15479.jpg,0502.jpg,1805,1870,141,True,1
508,/home/wences/Documents/corpus-26000/corpus-26000-bc/15505.jpg,0503.jpg,1673,1797,149,True,1
509,/home/wences/Documents/corpus-26000/corpus-26000-bc/15527.jpg,0504.jpg,1606,1539,193,True,1
510,/home/wences/Documents/corpus-26000/corpus-26000-bc/15558.jpg,0505.jpg,1926,1838,201,True,1
511,/home/wences/Documents/corpus-26000/corpus-26000-bc/15598.jpg,0506.jpg,1949,1728,174,True,1
512,/home/wences/Documents/corpus-26000/corpus-26000-bc/15624.jpg,0507.jpg,1694,1728,172,True,1
513,/home/wences/Documents/corpus-26000/corpus-26000-bc/15647.jpg,0508.jpg,2756,2236,574,True,1
514,/home/wences/Documents/corpus-26000/corpus-26000-bc/15653.jpg,0509.jpg,2913,2032,651,True,1
515,/home/wences/Documents/corpus-26000/corpus-26000-bc/15663.jpg,0510.jpg,2768,2552,598,True,2
516,/home/wences/Documents/corpus-26000/corpus-26000-bc/15680.jpg,0511.jpg,2588,1804,606,True,1
517,/home/wences/Documents/corpus-26000/corpus-26000-bc/15689.jpg,0512.jpg,2740,2152,662,True,1
518,/home/wences/Documents/corpus-26000/corpus-26000-bc/15698.jpg,0513.jpg,2676,2044,574,True,1
519,/home/wences/Documents/corpus-26000/corpus-26000-bc/15727.jpg,0514.jpg,2180,1768,644,True,1
520,/home/wences/Documents/corpus-26000/corpus-26000-bc/15743.jpg,0515.jpg,2627,2101,645,True,1
521,/home/wences/Documents/corpus-26000/corpus-26000-bc/15759.jpg,0516.jpg,2188,2086,527,True,1
523,/home/wences/Documents/corpus-26000/corpus-26000-bc/15796.jpg,0518.jpg,2602,1942,646,True,1
524,/home/wences/Documents/corpus-26000/corpus-26000-bc/15839.jpg,0519.jpg,2759,2261,651,True,1
525,/home/wences/Documents/corpus-26000/corpus-26000-bc/15871.jpg,0520.jpg,2539,2123,589,True,1
526,/home/wences/Documents/corpus-26000/corpus-26000-bc/15912.jpg,0521.jpg,2348,1952,526,True,1
527,/home/wences/Documents/corpus-26000/corpus-26000-bc/15933.jpg,0522.jpg,2900,2068,528,True,1
529,/home/wences/Documents/corpus-26000/corpus-26000-bc/15995.jpg,0524.jpg,2164,1972,590,True,1
530,/home/wences/Documents/corpus-26000/corpus-26000-bc/16042.jpg,0525.jpg,3012,1932,684,True,1
531,/home/wences/Documents/corpus-26000/corpus-26000-bc/16073.jpg,0526.jpg,2520,2200,724,True,1
533,/home/wences/Documents/corpus-26000/corpus-26000-bc/16122.jpg,0528.jpg,2996,2100,664,True,1
534,/home/wences/Documents/corpus-26000/corpus-26000-bc/16157.jpg,0529.jpg,2392,2268,666,True,2
535,/home/wences/Documents/corpus-26000/corpus-26000-bc/16184.jpg,0530.jpg,2164,2304,590,True,1
536,/home/wences/Documents/corpus-26000/corpus-26000-bc/16203.jpg,0531.jpg,2884,2260,410,True,1
537,/home/wences/Documents/corpus-26000/corpus-26000-bc/16228.jpg,0532.jpg,2768,2052,766,True,1
538,/home/wences/Documents/corpus-26000/corpus-26000-bc/16252.jpg,0533.jpg,2692,2028,624,True,2
539,/home/wences/Documents/corpus-26000/corpus-26000-bc/16275.jpg,0534.jpg,2864,2020,530,True,1
541,/home/wences/Documents/corpus-26000/corpus-26000-bc/16319.jpg,0536.jpg,2564,1840,858,True,1
542,/home/wences/Documents/corpus-26000/corpus-26000-bc/16339.jpg,0537.jpg,2504,1828,696,True,1
543,/home/wences/Documents/corpus-26000/corpus-26000-bc/16369.jpg,0538.jpg,2624,1820,526,True,2
544,/home/wences/Documents/corpus-26000/corpus-26000-bc/16378.jpg,0539.jpg,2812,1908,630,True,2
546,/home/wences/Documents/corpus-26000/corpus-26000-bc/16413.jpg,0541.jpg,2684,2404,584,True,1
547,/home/wences/Documents/corpus-26000/corpus-26000-bc/16433.jpg,0542.jpg,2760,1700,548,True,2
548,/home/wences/Documents/corpus-26000/corpus-26000-bc/16457.jpg,0543.jpg,2656,1680,478,True,1
549,/home/wences/Documents/corpus-26000/corpus-26000-bc/16475.jpg,0544.jpg,2828,1876,474,True,2
550,/home/wences/Documents/corpus-26000/corpus-26000-bc/16495.jpg,0545.jpg,2740,1820,592,True,1
551,/home/wences/Documents/corpus-26000/corpus-26000-bc/16514.jpg,0546.jpg,2704,2120,470,True,1
553,/home/wences/Documents/corpus-26000/corpus-26000-bc/16547.jpg,0548.jpg,2804,2064,430,True,2
554,/home/wences/Documents/corpus-26000/corpus-26000-bc/16560.jpg,0549.jpg,2896,2028,430,True,1
556,/home/wences/Documents/corpus-26000/corpus-26000-bc/16596.jpg,0551.jpg,2744,2048,516,True,1
557,/home/wences/Documents/corpus-26000/corpus-26000-bc/16618.jpg,0552.jpg,2832,2048,540,True,1
558,/home/wences/Documents/corpus-26000/corpus-26000-bc/16641.jpg,0553.jpg,2756,2380,546,True,1
560,/home/wences/Documents/corpus-26000/corpus-26000-bc/16685.jpg,0555.jpg,2348,2032,502,True,2
561,/home/wences/Documents/corpus-26000/corpus-26000-bc/16714.jpg,0556.jpg,2864,2264,612,True,1
562,/home/wences/Documents/corpus-26000/corpus-26000-bc/16746.jpg,0557.jpg,2396,1572,528,True,1
563,/home/wences/Documents/corpus-26000/corpus-26000-bc/16774.jpg,0558.jpg,2684,1680,626,True,1
565,/home/wences/Documents/corpus-26000/corpus-26000-bc/16822.jpg,0560.jpg,3216,1720,602,True,1
566,/home/wences/Documents/corpus-26000/corpus-26000-bc/16851.jpg,0561.jpg,3480,1608,538,True,2
567,/home/wences/Documents/corpus-26000/corpus-26000-bc/16872.jpg,0562.jpg,2712,2264,576,True,2
568,/home/wences/Documents/corpus-26000/corpus-26000-bc/16905.jpg,0563.jpg,2724,1860,618,True,1
569,/home/wences/Documents/corpus-26000/corpus-26000-bc/16939.jpg,0564.jpg,2144,2528,586,True,1
570,/home/wences/Documents/corpus-26000/corpus-26000-bc/16955.jpg,0565.jpg,2564,2004,606,True,1
571,/home/wences/Documents/corpus-26000/corpus-26000-bc/16989.jpg,0566.jpg,2936,1872,566,True,1
572,/home/wences/Documents/corpus-26000/corpus-26000-bc/17016.jpg,0567.jpg,2052,1860,488,True,1
573,/home/wences/Documents/corpus-26000/corpus-26000-bc/17030.jpg,0568.jpg,2712,2032,466,True,1
574,/home/wences/Documents/corpus-26000/corpus-26000-bc/17044.jpg,0569.jpg,2912,1716,452,True,1
576,/home/wences/Documents/corpus-26000/corpus-26000-bc/17078.jpg,0571.jpg,3040,1980,544,True,1
577,/home/wences/Documents/corpus-26000/corpus-26000-bc/17097.jpg,0572.jpg,2392,2008,482,True,1
578,/home/wences/Documents/corpus-26000/corpus-26000-bc/17110.jpg,0573.jpg,2740,2060,514,True,2
579,/home/wences/Documents/corpus-26000/corpus-26000-bc/17126.jpg,0574.jpg,2288,1964,462,True,1
580,/home/wences/Documents/corpus-26000/corpus-26000-bc/17163.jpg,0575.jpg,2372,1648,484,True,1
581,/home/wences/Documents/corpus-26000/corpus-26000-bc/17188.jpg,0576.jpg,2064,1520,492,True,1
584,/home/wences/Documents/corpus-26000/corpus-26000-bc/17269.jpg,0579.jpg,2872,1736,560,True,1
585,/home/wences/Documents/corpus-26000/corpus-26000-bc/17285.jpg,0580.jpg,3256,1960,464,True,1
586,/home/wences/Documents/corpus-26000/corpus-26000-bc/17304.jpg,0581.jpg,2728,2020,452,True,1
587,/home/wences/Documents/corpus-26000/corpus-26000-bc/17321.jpg,0582.jpg,2360,1828,520,True,1
588,/home/wences/Documents/corpus-26000/corpus-26000-bc/17340.jpg,0583.jpg,2828,1460,462,True,1
591,/home/wences/Documents/corpus-26000/corpus-26000-bc/17390.jpg,0586.jpg,2756,2388,422,True,1
592,/home/wences/Documents/corpus-26000/corpus-26000-bc/17403.jpg,0587.jpg,2440,2292,498,True,1
593,/home/wences/Documents/corpus-26000/corpus-26000-bc/17440.jpg,0588.jpg,2664,2352,602,True,1
594,/home/wences/Documents/corpus-26000/corpus-26000-bc/17455.jpg,0589.jpg,2768,2016,554,True,1
595,/home/wences/Documents/corpus-26000/corpus-26000-bc/17493.jpg,0590.jpg,2552,1916,484,True,1
596,/home/wences/Documents/corpus-26000/corpus-26000-bc/17512.jpg,0591.jpg,2828,2364,600,True,1
597,/home/wences/Documents/corpus-26000/corpus-26000-bc/17536.jpg,0592.jpg,2660,2000,522,True,1
598,/home/wences/Documents/corpus-26000/corpus-26000-bc/17552.jpg,0593.jpg,2696,2240,480,True,1
601,/home/wences/Documents/corpus-26000/corpus-26000-bc/17612.jpg,0596.jpg,2468,1952,522,True,2
602,/home/wences/Documents/corpus-26000/corpus-26000-bc/17631.jpg,0597.jpg,2652,1672,448,True,2
603,/home/wences/Documents/corpus-26000/corpus-26000-bc/17643.jpg,0598.jpg,2832,1720,644,True,2
605,/home/wences/Documents/corpus-26000/corpus-26000-bc/17693.jpg,0600.jpg,2484,1884,560,True,1
606,/home/wences/Documents/corpus-26000/corpus-26000-bc/17730.jpg,0601.jpg,2928,1988,450,True,1
607,/home/wences/Documents/corpus-26000/corpus-26000-bc/17758.jpg,0602.jpg,2764,1972,648,True,2
608,/home/wences/Documents/corpus-26000/corpus-26000-bc/17780.jpg,0603.jpg,2592,1712,618,True,2
609,/home/wences/Documents/corpus-26000/corpus-26000-bc/17793.jpg,0604.jpg,2680,2264,620,True,2
611,/home/wences/Documents/corpus-26000/corpus-26000-bc/17850.jpg,0606.jpg,2604,2328,526,True,1
612,/home/wences/Documents/corpus-26000/corpus-26000-bc/17869.jpg,0607.jpg,2884,2064,534,True,1
613,/home/wences/Documents/corpus-26000/corpus-26000-bc/17892.jpg,0608.jpg,2641,1879,91,True,1
615,/home/wences/Documents/corpus-26000/corpus-26000-bc/17998.jpg,0610.jpg,2852,1688,698,True,1
616,/home/wences/Documents/corpus-26000/corpus-26000-bc/18022.jpg,0611.jpg,2801,1942,93,True,1
617,/home/wences/Documents/corpus-26000/corpus-26000-bc/18137.jpg,0612.jpg,2795,2000,209,True,1
618,/home/wences/Documents/corpus-26000/corpus-26000-bc/18178.jpg,0613.jpg,2628,2156,690,True,1
619,/home/wences/Documents/corpus-26000/corpus-26000-bc/18200.jpg,0614.jpg,2711,1884,68,True,2
620,/home/wences/Documents/corpus-26000/corpus-26000-bc/18255.jpg,0615.jpg,2720,1921,185,True,1
621,/home/wences/Documents/corpus-26000/corpus-26000-bc/18321.jpg,0616.jpg,2852,2024,542,True,1
623,/home/wences/Documents/corpus-26000/corpus-26000-bc/18417.jpg,0618.jpg,2668,1875,217,True,1
627,/home/wences/Documents/corpus-26000/corpus-26000-bc/18593.jpg,0622.jpg,2676,1964,728,True,1
628,/home/wences/Documents/corpus-26000/corpus-26000-bc/18662.jpg,0623.jpg,2568,2041,104,True,2
630,/home/wences/Documents/corpus-26000/corpus-26000-bc/18869.jpg,0625.jpg,2696,2016,852,True,1
632,/home/wences/Documents/corpus-26000/corpus-26000-bc/18947.jpg,0627.jpg,2636,2128,230,True,1
633,/home/wences/Documents/corpus-26000/corpus-26000-bc/19067.jpg,0628.jpg,2588,2176,698,True,1
634,/home/wences/Documents/corpus-26000/corpus-26000-bc/19177.jpg,0629.jpg,2688,1821,80,True,2
635,/home/wences/Documents/corpus-26000/corpus-26000-bc/19222.jpg,0630.jpg,2664,1856,218,True,2
636,/home/wences/Documents/corpus-26000/corpus-26000-bc/19258.jpg,0631.jpg,2596,1884,638,True,1
637,/home/wences/Documents/corpus-26000/corpus-26000-bc/19338.jpg,0632.jpg,2606,1362,159,True,1
640,/home/wences/Documents/corpus-26000/corpus-26000-bc/19408.jpg,0634.jpg,2544,1347,192,True,1
641,/home/wences/Documents/corpus-26000/corpus-26000-bc/19463.jpg,0635.jpg,2538,1332,161,True,1
642,/home/wences/Documents/corpus-26000/corpus-26000-bc/19487.jpg,0636.jpg,2628,1544,198,True,2
643,/home/wences/Documents/corpus-26000/corpus-26000-bc/19515.jpg,0637.jpg,2680,1648,250,True,1
644,/home/wences/Documents/corpus-26000/corpus-26000-bc/19543.jpg,0638.jpg,2293,1391,219,True,1
645,/home/wences/Documents/corpus-26000/corpus-26000-bc/19595.jpg,0639.jpg,2873,1534,192,True,1
646,/home/wences/Documents/corpus-26000/corpus-26000-bc/19618.jpg,0640.jpg,2582,1461,174,True,1
647,/home/wences/Documents/corpus-26000/corpus-26000-bc/19632.jpg,0641.jpg,2572,1547,173,True,1
648,/home/wences/Documents/corpus-26000/corpus-26000-bc/19654.jpg,0642.jpg,2600,1347,148,True,2
649,/home/wences/Documents/corpus-26000/corpus-26000-bc/19679.jpg,0643.jpg,2554,1245,134,True,2
651,/home/wences/Documents/corpus-26000/corpus-26000-bc/19726.jpg,0645.jpg,2129,1648,138,True,1
652,/home/wences/Documents/corpus-26000/corpus-26000-bc/19749.jpg,0646.jpg,2972,1463,135,True,1
655,/home/wences/Documents/corpus-26000/corpus-26000-bc/19871.jpg,0649.jpg,2402,1352,215,True,1
656,/home/wences/Documents/corpus-26000/corpus-26000-bc/19908.jpg,0650.jpg,2387,1212,124,True,1
657,/home/wences/Documents/corpus-26000/corpus-26000-bc/19932.jpg,0651.jpg,2434,1369,197,True,1
658,/home/wences/Documents/corpus-26000/corpus-26000-bc/19978.jpg,0652.jpg,2415,1538,152,True,1
659,/home/wences/Documents/corpus-26000/corpus-26000-bc/20019.jpg,0653.jpg,2524,1393,184,True,1
660,/home/wences/Documents/corpus-26000/corpus-26000-bc/20064.jpg,0654.jpg,2712,1338,146,True,1
661,/home/wences/Documents/corpus-26000/corpus-26000-bc/20092.jpg,0655.jpg,2657,1501,105,True,1
662,/home/wences/Documents/corpus-26000/corpus-26000-bc/20152.jpg,0656.jpg,2643,1401,130,True,1
